"sourceKey","startdate","enddate","sourceName","shelfMark","sourceType","surface","dateComments","archiveName","archiveCity","siglum","archiveCountry","composition_name","composer"
1,"14","14","","Fonds Sint-Goedele, 5170","Cartulary","parchment and paper","The large writing at the top of f. 53 is obviously the same as that dated 1563","Algemeen Rijksarchief","B-Brussels (Bruxelles)","B-Bar","Belgium","Impudenter circuivi solum / Virtutibus laudabilis, moribus / Alma redemptoris mater","Philippe de Vitry"
1,"14","14","","Fonds Sint-Goedele, 5170","Cartulary","parchment and paper","The large writing at the top of f. 53 is obviously the same as that dated 1563","Algemeen Rijksarchief","B-Brussels (Bruxelles)","B-Bar","Belgium","… vita, spes clamantium Expl. redemptoris","no composer/anon"
1,"14","14","","Fonds Sint-Goedele, 5170","Cartulary","parchment and paper","The large writing at the top of f. 53 is obviously the same as that dated 1563","Algemeen Rijksarchief","B-Brussels (Bruxelles)","B-Bar","Belgium","Vos quid admiramini virgines / Gratissima virginis species quam decorat","?Philippe de Vitry"
1,"14","14","","Fonds Sint-Goedele, 5170","Cartulary","parchment and paper","The large writing at the top of f. 53 is obviously the same as that dated 1563","Algemeen Rijksarchief","B-Brussels (Bruxelles)","B-Bar","Belgium","Degentis vita quid prodest arte / Cum vix artidici promoti sint / Vera pudicitia","no composer/anon"
2,"14","14","","St Gudule I","fragment ","parchment","","Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel","B-Brussels (Bruxelles)","B-Bcx","Belgium","Trop me desplait la departie","Jacob Vaillant"
2,"14","14","","St Gudule I","fragment ","parchment","","Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel","B-Brussels (Bruxelles)","B-Bcx","Belgium","Par maintes fois ay oy recorder","Jacob Vaillant"
2,"14","14","","St Gudule I","fragment ","parchment","","Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel","B-Brussels (Bruxelles)","B-Bcx","Belgium","Trop me desplait la departie","no composer/anon"
3,"14","15","","St Gudule II","fragment","parchment","","Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel","B-Brussels (Bruxelles)","B-Bcx","Belgium","Patrem omnipotentem [Credo]","Perrinet"
3,"14","15","","St Gudule II","fragment","parchment","","Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel","B-Brussels (Bruxelles)","B-Bcx","Belgium","Missa Malheur me bat 9.1: Agnus Dei II","Josquin Despres"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Tribum, que[m] non abhorruit / Merito [hec patimur] / Quoniam secta latronum spelunca [ii]","?Philippe de Vitry"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Firmissime fidem teneamus / Adesto, sancta Trinitas / Alleluia, Alleluia, Alleluia","?Philippe de Vitry"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Impudenter circuivi solum / Virtutibus laudabilis, moribus / Alma redemptoris mater","Philippe de Vitry"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Nostris lumen tenebris dat / O","no composer/anon"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Deus in adjutorium meum intende","no composer/anon"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Rex beatus, confessor domini / Se coeurs joians, jones, jolis et gentils / Ave","no composer/anon"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Floret cum vana gloria novitatum / Florens vigor ulciscendo / Neuma quinti toni","no composer/anon"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Mater formosa, tu nobilis / Gaude, virgo, mater Christi","no composer/anon"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Trahunt in praecipitia qui nos","no composer/anon"
4,"14","14","Roman de Fauvel","MS 19606","rotulus ","parchment"," Dates from the early years of the 14th century, certainly after 1314. ","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Super cathedram Moisi latitat / Praesidentes in tronis saeculi / Ruina","no composer/anon"
5,"14","14","","MS II.266","fragment ","parchment","","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Spiritus almifice consecrans mirifice… Maria sine crimine omni Expl atque nos coronet","no composer/anon"
5,"14","14","","MS II.266","fragment ","parchment","","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Spiritus et alme orphanorum paraclite","no composer/anon"
5,"14","14","","MS II.266","fragment ","parchment","","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Spiritus procedens a patre","no composer/anon"
5,"14","14","","MS II.266","fragment ","parchment","","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Salve, virgo singularis, salve, parens","no composer/anon"
5,"14","14","","MS II.266","fragment ","parchment","","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Mutato modo geniture / preclusa virtus que nature","no composer/anon"
5,"14","14","","MS II.266","fragment ","parchment","","Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I","B-Brussels (Bruxelles)","B-Br","Belgium","Beata es, Maria, que Dominum","no composer/anon"
6,"14","14","","Cathédrale Saint-Lambert (Liège). Chanoines de la Petite Table, n° 1","manuscript of polyphony ","paper","Dated 1388","Archives de l'Etat","B-Liège","B-La","Belgium","Patrem omnipotentem [Credo]","no composer/anon"
6,"14","14","","Cathédrale Saint-Lambert (Liège). Chanoines de la Petite Table, n° 1","manuscript of polyphony ","paper","Dated 1388","Archives de l'Etat","B-Liège","B-La","Belgium","Patrem omnipotentem [Credo]","no composer/anon"
7,"14","14","Mass of Tournai","476","chant book with added polyphony ","parchment","Generally dated c. 1330","Chapitre de la Cathédrale","B-Tournai","B-Tc","Belgium","[Mass of Tournai]: Kyrie eleison","? ""Master of the Royal Motets"""
7,"14","14","Mass of Tournai","476","chant book with added polyphony ","parchment","Generally dated c. 1330","Chapitre de la Cathédrale","B-Tournai","B-Tc","Belgium","[Mass of Tournai]: Et in terra pax [Gloria]","? ""Master of the Royal Motets"""
7,"14","14","Mass of Tournai","476","chant book with added polyphony ","parchment","Generally dated c. 1330","Chapitre de la Cathédrale","B-Tournai","B-Tc","Belgium","[Mass of Tournai]: Patrem omnipotentem [Credo]","? ""Master of the Royal Motets"""
7,"14","14","Mass of Tournai","476","chant book with added polyphony ","parchment","Generally dated c. 1330","Chapitre de la Cathédrale","B-Tournai","B-Tc","Belgium","[Mass of Tournai]: Sanctus & benedictus","? ""Master of the Royal Motets"""
7,"14","14","Mass of Tournai","476","chant book with added polyphony ","parchment","Generally dated c. 1330","Chapitre de la Cathédrale","B-Tournai","B-Tc","Belgium","[Mass of Tournai]: Agnus Dei","? ""Master of the Royal Motets"""
7,"14","14","Mass of Tournai","476","chant book with added polyphony ","parchment","Generally dated c. 1330","Chapitre de la Cathédrale","B-Tournai","B-Tc","Belgium","[Mass of Tournai]: Se grace n'est a mon maintien / Cum venerint miseri / Ite, missa est","? ""Master of the Royal Motets"""
8,"15","15","","Fragmente Klosterarchiv St. Clara Q 1","fragment ","parchment","","Staatsarchiv","CH-Basel","CH-Bst","Switzerland","… clare proles eius / huius / clare curet concio ","no composer/anon"
8,"15","15","","Fragmente Klosterarchiv St. Clara Q 1","fragment ","parchment","","Staatsarchiv","CH-Basel","CH-Bst","Switzerland","… thronus Deitatis ","no composer/anon"
8,"15","15","","Fragmente Klosterarchiv St. Clara Q 1","fragment ","parchment","","Staatsarchiv","CH-Basel","CH-Bst","Switzerland","Je languis d'amours","no composer/anon"
8,"15","15","","Fragmente Klosterarchiv St. Clara Q 1","fragment ","parchment","","Staatsarchiv","CH-Basel","CH-Bst","Switzerland","Ab archanis oritur","no composer/anon"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Dame de qui toute ma joie / n’assés loer si comme il appartient","Guillaume de Machaut"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","En amer a douce vie / car tant plaist la maladie","Guillaume de Machaut"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","S'onques dolereusement sceus faire ne tristement / Qu'en terre n'a element ne planetten firmament","Guillaume de Machaut"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Amis, t'amour me contreint Le Lay de Dames","Guillaume de Machaut"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Qui bien aimme a tart oublie","Guillaume de Machaut"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Qui n'aroit autre deport","Guillaume de Machaut"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Tels rit au main qui au soir pleure","Guillaume de Machaut"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Lay mortel: Un mortel lay weil commencier","Guillaume de Machaut"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Lay mortel: Un mortel lay weil commencier","Guillaume de Machaut"
9,"14","14","","Cod. 218","manuscript of polyphony ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Je, Fortune, fay a toulx assavoir","Guillaume de Machaut"
10,"13","13","","Cod. A 421","flyleaves ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Impudenter circuivi solum / Virtutibus laudabilis, moribus / Alma redemptoris mater","Philippe de Vitry"
10,"13","13","","Cod. A 421","flyleaves ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Or.... / Celle de qui nul ne saroit","no composer/anon"
10,"13","13","","Cod. A 421","flyleaves ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Fist on, dame, vostre figure","no composer/anon"
10,"13","13","","Cod. A 421","flyleaves ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Donne moi de ton pain bis / J’oy les clés Marion sonner a sa cainture / Alons commenchier la feste","no composer/anon"
10,"13","13","","Cod. A 421","flyleaves ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Quant si loing suy de ma joyeuse","no composer/anon"
10,"13","13","","Cod. A 421","flyleaves ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","untexted","no composer/anon"
10,"13","13","","Cod. A 421","flyleaves ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Il n’est si grand possession / s’il n’a sens et discretion","no composer/anon"
10,"13","13","","Cod. A 421","flyleaves ","parchment","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Dedens mon coeur est pourtriat / La grande beauté de son très douce","Grimace"
11,"14","14","","Cod. C 50","chant manuscript (antiphonary)","paper","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Nunc omnes unanimiter","no composer/anon"
11,"14","14","","Cod. C 50","chant manuscript (antiphonary)","paper","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Ave, beatissima civitas","no composer/anon"
11,"14","14","","Cod. C 50","chant manuscript (antiphonary)","paper","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Succendat digne nos sancti","no composer/anon"
11,"14","14","","Cod. C 50","chant manuscript (antiphonary)","paper","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Cordium, o intima pater patrum","no composer/anon"
11,"14","14","","Cod. C 50","chant manuscript (antiphonary)","paper","","Burgerbibliothek Bern, Bibliothèque de la Bourgeoisie","CH-Bern","CH-BEsu","Switzerland","Octaviano imperatore rumano / Clamat, cantat Domino","no composer/anon"
12,"12","12","","C2","chant manuscript ","parchment","","Stiftsbibliothek","CH-Beromünster","CH-BM","Switzerland","Sanctus & benedictus","no composer/anon"
12,"12","12","","C2","chant manuscript ","parchment","","Stiftsbibliothek","CH-Beromünster","CH-BM","Switzerland","Kyrie [Tro] Fons Bonitatis pater ingenite","no composer/anon"
12,"12","12","","C2","chant manuscript ","parchment","","Stiftsbibliothek","CH-Beromünster","CH-BM","Switzerland","Et in terra pax [Gloria]","Henry Tudor"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Jube Domine benedicere. Primo tempore alleviata","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Gaudens in Domino in hoc sollemnio","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Hodie progreditur radius ex sole","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Universi populi omnes jam gaudete","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Kyrie [Tro] magne Deus potentiae","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Kyrie [Tro] fons bonitatis","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Sanctus [Tro] Phos patris, karitatis lux","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Sanctus [Tro] Pater ingenitus cosmo divinitus","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Dominus vobiscum. Sequentia sancti ewangelii secundum Lucam. In illo tempore ingressus Jesus Zacheus","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Agnus Dei [Tro] Mortis dira ferens","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Benedicamus Domino. Alleluia","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Procedentem sponsum de thalamo","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Benedicamus Domino","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Illibata virgo castaque / Egregia sponsa Christi","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Haec est domus Domini firmiter / Terribilis est locus iste","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Inter natos mulierum non surrexit / O Johannes, doce nos hodie","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Voce cordis et oris in laudem / Pulchre Sion filia inclita","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Gamautare me per solfare / O felix et pia virgo Maria","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Veni, sancte spiritus, et emitte / Veni, pater divine spiritus","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Aparuerunt illis disperate lingue / Omnium est artifex omnem","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Salve, pater nomunim omnium / Exaudi nos, mundi dos, caeli ros","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Ad regnum epulentum in quo nil / Noster cetus canat laetus tot beatis","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","O primaverum veri sacrarium / Haec est domus Domini sacrata","no composer/anon"
13,"14","14","Codex Engelberg","314","manuscript of polyphony ","paper","The Easter play on f. 75v-78 dates the ms 1372, as does the calendar on f.98. ","Stiftsbibliothek","CH-Engelberg","CH-EN","Switzerland","Dominus vobiscum","no composer/anon"
